timestamp,小时,星期,是否周末,是否节假日,温度,气象站水平的大气压,平均海平面的大气压,气压趋势,相对湿度,风向,观测前10分钟平均风速,观测前10分钟最大阵风,两次观测之间最大阵风,总云量,当天天气情况,观测期之间过去天气1,观测期之间过去天气2,最低气温,最高气温,层积云，层云，积云和积雨云,云量,最低云层高度,高层云，高积云及积雨云,卷云，卷积云及卷层云,水平能见度,露点温度,降水量,达到规定降水量时间,无雪及冰覆盖的土壤表面状况,夜间土壤表面最低温度,有雪及冰覆盖的土壤表面状况,雪深,宝安供电局_0h,大鹏供电局_0h,福田供电局_0h,光明供电局_0h,龙岗供电局_0h,龙华供电局_0h,罗湖供电局_0h,南山供电局_0h,坪山供电局_0h,深汕特别合作区供电局_0h,盐田供电局_0h,总计_0h,　A、全行业用电合计,　B、城乡居民生活用电合计,　　　   1.农业,　　　   1.房屋建筑业,　　　   1.电信、广播电视和卫星传输服务,　　　   1.铁路运输业,　　　   2.互联网和相关服务,　　　   2.土木工程建筑业,　　　   2.林业,　　　   2.道路运输业,　　　   3.建筑安装业,　　　   3.水上运输业,　　　   3.畜牧业,　　　   3.软件和信息技术服务业,　　　   4.建筑装饰、装修和其他建筑业,　　　   4.渔业,　　　   4.航空运输业,　　　   5.农、林、牧、渔专业及辅助性活动,　　　   5.管道运输业,　　　   6.多式联运和运输代理业,　　　   7.装卸搬运和仓储业,　　　   8.邮政业,　　　   其中：充换电服务业,　　　　     其中：城市公共交通运输,　　　　     其中：排灌,　　　　     其中：港口岸电,　　　　     其中：电气化铁路,　　　　    1.农副食品加工业,　　　　    1.煤炭开采和洗选业,　　　　    1.电力、热力生产和供应业,　　　　    10.造纸和纸制品业,　　　　    11.印刷和记录媒介复制业,　　　　    12.文教、工美、体育和娱乐用品制造业,　　　　    13.石油、煤炭及其他燃料加工业,　　　　    14.化学原料和化学制品制造业,　　　　    15.医药制造业,　　　　    16.化学纤维制造业,　　　　    17.橡胶和塑料制品业,　　　　    18.非金属矿物制品业,　　　　    19.黑色金属冶炼和压延加工业,　　　　    2.燃气生产和供应业,　　　　    2.石油和天然气开采业,　　　　    2.食品制造业,　　　　    20.有色金属冶炼和压延加工业,　　　　    21.金属制品业,　　　　    22.通用设备制造业,　　　　    23.专用设备制造业,　　　　    24.汽车制造业,　　　　    25.铁路.船舶.航空航天和其他运输设备制造业,　　　　    26.电气机械和器材制造业,　　　　    27.计算机、通信和其他电子设备制造业,　　　　    28.仪器仪表制造业,　　　　    29.其他制造业,　　　　    3.水的生产和供应业,　　　　    3.酒、饮料及精制茶制造业,　　　　    3.黑色金属矿采选业,　　　　    30.废弃资源综合利用业,　　　　    31.金属制品、机械和设备修理业,　　　　    4.有色金属矿采选业,　　　　    4.烟草制品业,　　　　    5.纺织业,　　　　    5.非金属矿采选业,　　　　    6.其他采矿业,　　　　    6.纺织服装、服饰业,　　　　    7.皮革、毛皮、羽毛及其制品和制鞋业,　　　　    8.木材加工和木、竹、藤、棕、草制品业,　　　　    9.家具制造业,　　　　   1.科学研究和技术服务业,　　　　   2.水利、环境和公共设施管理业,　　　　   3.居民服务、修理和其他服务业,　　　　   4.教育、文化、体育和娱乐业,　　　　   5.卫生和社会工作,　　　　   6.公共管理和社会组织、国际组织,　　　　   其中：互联网数据服务,　　　　   其中：租赁业,　　　　　       其中：中成药生产,　　　　　       其中：体育用品制造,　　　　　       其中：光伏设备及元器件制造,　　　　　       其中：医疗仪器设备及器械制造,　　　　　       其中：新能源车整车制造,　　　　　       其中：橡胶制品业,　　　　　       其中：氯碱,　　　　　       其中：水泥制造,　　　　　       其中：煤化工,　　　　　       其中：碳化硅,　　　　　       其中：结构性金属制品制造,　　　　　       其中：肥料制造,　　　　　       其中：计算机制造,　　　　　       其中：钢铁,　　　　　       其中：铁路运输设备制造,　　　　　       其中：铝冶炼,　　　　　       其中：风能原动设备制造,　　　　　       城市轨道交通设备制造,　　　　　       塑料制品业,　　　　　       玻璃制造,　　　　　       生物药品制品制造,　　　　　       电石,　　　　　       稀有稀土金属冶炼,　　　　　       航空、航天器及设备制造,　　　　　       通信设备制造,　　　　　       铁合金冶炼,　　　　　       铅锌冶炼,　　　　　       陶瓷制品制造,　　　　　       黄磷,　　　　　      其中:地质勘查,　　　　　     其中：公共照明,　　　　　     其中：教育,　　　　　     其中：水利管理业,　　　　　     其中：科技推广和应用服务业,　　　九、房地产业,　　　十、租赁和商务服务业,　　　十一、公共服务及管理组织,　　　（一）采矿业,　　　（三）电力、热力、燃气及水生产和供应业,　　　（二）制造业,　　一、农、林、牧、渔业,　　七、住宿和餐饮业,　　三、建筑业,　　乡村居民,　　二、工业,　　五、信息传输、软件和信息技术服务业,　　八、金融业,　　六、批发和零售业,　　四、交通运输、仓储和邮政业,　　城镇居民,　　第一产业,　　第三产业,　　第二产业,　全行业用电分类,全社会用电总计,行业名称
2023-02-25 23:00:00,23,5,1,1,14,767.4,773.2,1.2,60,从东北偏北方向吹来的风,4,,10,,云量发展情况没有进行观测或无法观测。 ,,,12.9,19.1,,,2500或更高，或无云。,,,30,6.3,无降水,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-26 00:00:00,0,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-26 01:00:00,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-26 02:00:00,2,6,1,1,13.4,767,772.9,-0.4,60,从东北偏北方向吹来的风,4,,10,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,12.9,19,,,2500或更高，或无云。,,,30,5.8,无降水,12,,,,,49992475.27,2977512.23,17169172.69,24051858.66,37909544.17,24754003.44,9185038.32,21308193.55,11658681.98,1767570.91,2398668.91,203172720.13,168370138.15,35065381.98,74316.69,1498764.17,2827988.14,4244961.6,3018654.22,2068984.34,7971.64,9419393.95,430641.63,7020.9,22863.96,771474.28,582184.24,14157.41,796315.34,28188.41,1228.79,15773.61,938942.61,46463.61,3192634.1,8480652.27,3009.81,3600,2267121.33,363248.41,4638,3911238.89,1035644.29,878209.29,1137664.61,1545.4,686797.93,1004804.44,99520.88,6724053.78,2055495.84,167324.99,487134.16,3442.65,383818.27,215045.63,7725057.12,3069270.48,1748947.62,2061440.88,1074948.54,10168689.46,27118653.37,386150.63,4439463.48,2598097.5,23281.92,0,448947.54,66978.13,3038,11221.9,69068.68,29844.43,39078.8,981397.77,1139907.36,230532.29,998462.08,822163.34,4153347.77,2866204.79,3830952.07,2299369.55,2259157.8,2094406.58,2339377.26,133791.53,56508.08,23684.8,270131.55,1236897,381164.67,31.06,173480.62,0,0,391624.2,12401.8,21621.6,140087.47,983.4,110,0,0,6048123.92,438242.03,262549,0,0,0,6263298.46,2.72,0,35757.4,0,5977.83,1913750.07,3269217.21,752505.15,115450.34,9828320.35,14280759.42,16231195.32,80041.88,6996470.55,76515593.01,147498.11,3349914.46,4805449.21,306.7,83592105.44,6618116.64,1533119.08,12513559.71,15470100.41,35065075.28,119309.7,79920251.93,88330576.52,168370138.15,203435520.13,当前电量(kWh)
2023-02-26 03:00:00,3,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-26 04:00:00,4,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-26 05:00:00,5,6,1,1,13.1,766.8,772.6,-0.2,61,从东北偏北方向吹来的风,4,,10,,云量发展情况没有进行观测或无法观测。 ,,,12.9,19,,,2500或更高，或无云。,,,30,5.7,无降水,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-26 06:00:00,6,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-26 07:00:00,7,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-26 08:00:00,8,6,1,1,13.3,767.9,773.8,1.1,61,从东北偏北方向吹来的风,3,,10,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,13.1,,,,2500或更高，或无云。,,,29,5.9,无降水,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-26 09:00:00,9,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-26 10:00:00,10,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-26 11:00:00,11,6,1,1,17,767.9,773.8,0,49,从东北方吹来的风,3,,10,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,13.1,19,,,2500或更高，或无云。,,,27,6.2,无降水,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-26 12:00:00,12,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-26 13:00:00,13,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-26 14:00:00,14,6,1,1,19.6,765.1,771,-2.8,39,从北方吹来的风,3,,9,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,13.1,20.2,,,2500或更高，或无云。,,,25,5.2,无降水,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-26 15:00:00,15,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-26 16:00:00,16,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-26 17:00:00,17,6,1,1,20.1,764.2,770,-0.9,37,从东北偏北方向吹来的风,3,,9,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,13.1,21,,,2500或更高，或无云。,,,30,4.9,无降水,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-26 18:00:00,18,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-26 19:00:00,19,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-26 20:00:00,20,6,1,1,15.8,765.5,771.4,1.3,63,从东南偏东方向吹来的风,1,,9,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,13.1,21,,,2500或更高，或无云。,,,26,8.7,无降水,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-26 21:00:00,21,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-26 22:00:00,22,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-26 23:00:00,23,6,1,1,15.1,766.3,772.2,0.8,71,从东方吹来的风,2,,8,,云量发展情况没有进行观测或无法观测。 ,,,13.1,21,,,2500或更高，或无云。,,,28,9.8,无降水,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-27 00:00:00,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-27 01:00:00,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-27 02:00:00,2,0,0,0,14,765.7,771.6,-0.6,69,从东方吹来的风,2,,8,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,13.1,21,,,2500或更高，或无云。,,,30,8.4,无降水,12,,,,,59097951.38,3159273.08,18196226.63,26799299.41,42751919.68,27841888.91,9636536.92,23580906.85,13448814.73,1874441.35,2613105.49,229000364.43,196517021.73,32827742.7,76738.27,1532384.8,2888127.31,3743687.44,3072333.43,2137657.24,8215.21,9536915.26,446753.17,7334.4,22790.94,981907.13,640922.83,14414.3,814732.24,30056.78,1206.17,20509.41,1039528.09,50596.84,3202558.15,8594204.37,3332.41,3480,1803241.92,393451.08,4512,4404614.41,1567343.55,1282754,1616511.77,4259.4,928546.5,1220545.3,150387.84,9553239.18,2179715.75,189876.82,554866.24,3250.05,477960.94,300605.79,10990575.61,3918612.97,2299595.96,2630739.94,1190331.06,11835023.32,32837651.07,474713.08,5932326.61,2689284.28,62794.25,0,470425.2,99226.85,4527,14456.2,102201.39,28722.12,49622.8,1413700.49,1507560.77,318797.65,1424998.86,986072.02,4268562.1,3209046.36,5214545.72,2472000.12,2651642.02,2091530.93,2895799.74,145515.32,97617.09,30545.2,387359.84,1645950.5,549277.02,31.26,178790.24,0,0,601388.08,11728.4,49018.4,155320.03,982.2,110,0,0,8646515.11,471756.82,306007.6,0,0,0,8060082.48,1.79,0,48226.2,0,5881.76,1984990.11,4651332.78,769221.69,149418.06,11348409.65,16176578.81,18801868.34,90633.97,7648764.93,97388929.2,152215.5,3331701.03,5004940.04,318.25,105128328.1,6942367.87,1809781.13,12606321.41,15214509.85,32827424.45,122158.72,86360821.72,110034041.29,196517021.73,229344764.43,当前电量(kWh)
2023-02-27 03:00:00,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-27 04:00:00,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-27 05:00:00,5,0,0,0,13.1,765.4,771.2,-0.3,69,从东方吹来的风,2,,7,,云量发展情况没有进行观测或无法观测。 ,,,13.1,21,,,2500或更高，或无云。,,,30,7.5,无降水,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-27 06:00:00,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-27 07:00:00,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-27 08:00:00,8,0,0,0,13.3,766,771.9,0.6,73,从东北偏北方向吹来的风,1,,7,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,12.1,,,,2500或更高，或无云。,,,30,8.5,无降水,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-27 09:00:00,9,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-27 10:00:00,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-27 11:00:00,11,0,0,0,17.6,766.1,772,0.1,53,从东方吹来的风,2,,7,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,12.1,21,,,2500或更高，或无云。,,,30,7.9,无降水,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-27 12:00:00,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-27 13:00:00,13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-27 14:00:00,14,0,0,0,20.8,763.9,769.7,-2.2,43,从西南偏南方向吹来的风,2,,6,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,12.1,21,,,2500或更高，或无云。,,,30,7.7,无降水,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-27 15:00:00,15,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-27 16:00:00,16,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-27 17:00:00,17,0,0,0,19.3,762.9,768.7,-1,54,从西南偏南方向吹来的风,2,,6,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,12.1,21.5,,,2500或更高，或无云。,,,30,9.7,无降水,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-27 18:00:00,18,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-27 19:00:00,19,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
